product_id,product_name,brand,category,subcategory,description,price,cost,color,weight_kg,rating,supplier_id
2729,Packt Programming 7210,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,892.07,1002.15,Blue,9.69,4.4,17
2730,Zara Clothing 8632,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,1697.03,525.2,Blue,7.35,3.8,1570
2731,Manning Programming 8887,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1423.59,624.87,Red,2.92,3.5,784
2732,BenQ Monitor 3588,BenQ,Electronics,Monitor,BenQ Monitor designed for high performance and everyday use. Premium quality with modern features.,862.51,910.92,Blue,6.28,4.6,1561
2733,HP Laptop 9115,HP,Electronics,Laptop,HP Laptop designed for high performance and everyday use. Premium quality with modern features.,65.76,746.58,White,15.8,4.6,1506
2734,Packt Programming 6197,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1840.12,700.14,Red,10.39,3.9,1202
2735,JBL Headphones 6912,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,2108.67,1413.09,Blue,7.76,4.6,1741
2736,O'Reilly Programming 5097,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,936.21,1572.64,White,6.7,4.2,977
2737,Nike Fitness 8393,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,227.71,1051.46,Blue,4.26,3.8,960
2738,OnePlus Phone 7392,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,595.77,885.49,Blue,13.68,4.3,216
2739,Sennheiser Headphones 9290,Sennheiser,Electronics,Headphones,Sennheiser Headphones designed for high performance and everyday use. Premium quality with modern features.,1699.43,1489.2,Silver,9.7,3.8,422
2740,Philips Kitchen 2876,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1313.71,734.84,Black,15.93,3.7,364
2741,KitchenAid Kitchen 8691,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,1056.46,1693.49,Blue,9.4,4.7,1558
2742,Packt Programming 5740,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1383.35,586.35,Blue,10.71,3.9,909
2743,Nike Fitness 3241,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2296.43,599.46,Silver,18.06,4.9,1194
2744,Packt Programming 3468,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1187.3,332.76,Red,4.14,4.5,339
2745,Ashley Furniture 8733,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,2400.71,376.18,Gray,18.49,4.3,507
2746,Manning Programming 2404,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1564.39,298.64,Blue,8.87,4.0,601
2747,Nike Shoes 3038,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1363.53,1264.31,Silver,14.78,4.4,594
2748,KitchenAid Kitchen 7061,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,67.93,662.29,Red,2.47,3.8,846
2749,Sennheiser Headphones 9671,Sennheiser,Electronics,Headphones,Sennheiser Headphones designed for high performance and everyday use. Premium quality with modern features.,1673.61,291.37,Blue,7.45,3.9,1105
2750,Google Phone 3230,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,657.44,1406.14,Black,14.31,4.1,931
2751,O'Reilly Programming 5306,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,831.77,160.47,Gray,15.83,4.0,1026
2752,Packt Programming 3144,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,532.5,1376.85,Blue,2.66,4.3,1026
2753,Manning Programming 7349,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,564.62,1706.76,Red,17.15,4.5,1849
2754,IKEA Furniture 3809,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,846.02,526.71,Silver,17.71,3.7,111
2755,Apple Phone 6880,Apple,Electronics,Phone,Apple Phone designed for high performance and everyday use. Premium quality with modern features.,772.36,1044.42,Red,8.78,3.8,1540
2756,Nike Fitness 7961,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1330.79,1017.53,Silver,3.25,4.7,1891
2757,Manning Programming 1862,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1685.31,1739.63,White,17.24,4.1,763
2758,Adidas Shoes 2045,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,204.16,1367.89,Red,10.0,4.5,1623
2759,Packt Programming 6422,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,785.36,894.17,Blue,14.45,4.3,1091
2760,Manning Programming 569,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1877.49,178.27,Silver,11.93,4.9,495
2761,Ashley Furniture 5181,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1948.88,1270.52,Black,18.55,4.9,781
2762,Philips Kitchen 2681,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1350.37,729.32,Gray,12.69,4.7,1370
2763,Adidas Fitness 9945,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,472.1,1308.05,White,9.39,3.6,1999
2764,H&M Clothing 7565,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,1206.24,832.3,Black,1.7,3.5,1842
2765,LG Monitor 8338,LG,Electronics,Monitor,LG Monitor designed for high performance and everyday use. Premium quality with modern features.,2453.88,1102.63,Red,1.75,3.5,1930
2766,H&M Clothing 1577,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,1032.71,575.44,Black,0.77,4.5,1398
2767,Packt Programming 1164,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2085.01,1574.22,Red,13.36,4.3,667
2768,Packt Programming 8933,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1094.2,1799.75,Silver,0.74,3.7,294
2769,Packt Programming 5934,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1625.95,52.54,Blue,18.57,4.9,1143
2770,IKEA Furniture 9835,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,183.01,956.04,Red,8.43,4.5,1009
2771,Nike Fitness 1912,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,833.7,773.73,Gray,9.5,3.7,721
2772,Puma Shoes 4080,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,416.96,1369.28,Silver,13.14,4.2,773
2773,Under Armour Fitness 4663,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,582.85,252.27,Silver,16.83,4.1,122
2774,HP Laptop 8432,HP,Electronics,Laptop,HP Laptop designed for high performance and everyday use. Premium quality with modern features.,235.31,608.0,Red,6.03,3.8,817
2775,Levi's Clothing 7499,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,529.09,671.36,Red,7.14,4.4,1889
2776,Zara Clothing 3613,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,549.72,612.45,Black,15.06,3.8,87
2777,Adidas Shoes 8129,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,962.06,548.15,Red,16.2,3.7,1975
2778,Adidas Fitness 7459,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,578.37,1608.07,Blue,14.43,4.4,933
2779,OnePlus Phone 3572,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,107.76,126.27,Black,16.74,4.0,1968
2780,Ashley Furniture 6063,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1931.26,172.66,Red,16.27,3.9,303
2781,Under Armour Fitness 3722,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1272.63,337.13,Blue,4.57,4.7,236
2782,Ashley Furniture 4494,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1710.76,698.17,White,6.9,4.5,220
2783,Packt Programming 1842,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1929.59,1244.0,Red,13.48,4.5,1046
2784,Asus Laptop 3049,Asus,Electronics,Laptop,Asus Laptop designed for high performance and everyday use. Premium quality with modern features.,1378.18,395.39,White,7.48,4.8,1393
2785,Manning Programming 9880,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,2347.58,573.84,Silver,19.0,4.6,1358
2786,KitchenAid Kitchen 4922,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,2196.1,185.18,Red,5.41,5.0,1832
2787,Under Armour Fitness 4954,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1818.68,1714.76,Silver,3.75,4.4,879
2788,H&M Clothing 8042,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,224.65,857.2,Blue,19.04,4.6,1920
2789,O'Reilly Programming 1058,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1670.35,491.36,Red,13.23,3.7,255
2790,Nike Fitness 5920,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,257.4,1288.28,Blue,9.85,3.5,1605
2791,Ashley Furniture 6958,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,129.45,807.17,Black,5.21,4.5,913
2792,Under Armour Fitness 1204,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,2039.76,1481.58,Red,11.84,4.8,1084
2793,Manning Programming 947,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,280.22,1606.91,Red,8.25,3.8,632
2794,Nike Shoes 8736,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,61.33,107.35,Red,7.99,4.3,781
2795,Nike Shoes 6835,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1277.29,668.39,Gray,6.73,4.1,99
2796,Under Armour Fitness 5467,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,371.98,1100.48,Blue,13.39,4.3,955
2797,Packt Programming 4923,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,366.97,1694.39,Black,19.13,4.5,470
2798,IKEA Furniture 912,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,1748.18,107.44,Black,8.98,3.5,1823
2799,O'Reilly Programming 2034,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1362.71,352.57,Silver,0.24,4.1,1530
2800,Puma Shoes 7369,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,2108.96,833.73,Red,17.42,4.5,668
